@relation FAQ
@attribute id string
@attribute text string
@attribute domain numeric
@data
"ENG_RECIPES_788"," PRPR RT LBST BK SS ",14
"ENG_RECIPES_789"," PRPR RT LBST BK SS  ",14
"ENG_RECIPES_790"," PRPR RT LBST XTR B BSKT ",14
"ENG_RECIPES_791"," PRPR RT LBST XTR B KRB BK ",14
"ENG_RECIPES_792"," PRPR RT LBST XS BSKT ",14
"ENG_RECIPES_793"," PRPR RT LBST XS BSKT KLN  ",14
"ENG_RECIPES_794"," PRPR RT LBST XS BSKT FRXN  ",14
"ENG_RECIPES_795"," PRPR RT LBST XS BSKT FRXN W0 MS ",14
"ENG_RECIPES_796"," PRPR RT LBST KLM XTR ",14
"ENG_RECIPES_797"," PRPR RT LBST KRM KSR TRSN ",14
"ENG_RECIPES_798"," PRPR RT LBST ES XSKK ",14
"ENG_RECIPES_799"," PRPR RT LBST INSP KRLK XS BSKT ",14
"ENG_RECIPES_800"," PRPR RT LBST SWT ANT SR SS ",14
"ENG_RECIPES_801"," PRPR RT LBST XTR BSKT RSP ",14
"ENG_RECIPES_802"," PRPR RT RBN SSNN ",14
"ENG_RECIPES_803"," PRPR RSS PNT BTR KPS ",14
"ENG_RECIPES_804"," PRPR RHBT XS KN ",14
"ENG_RECIPES_805"," PRPR RHBT SNSN XL ",14
"ENG_RECIPES_806"," PRPR RB XK BRBK SS ",14
"ENG_RECIPES_807"," PRPR RB XK BRBK SS ",14
"ENG_RECIPES_808"," PRPR RTHS KRL BB BK RBS ",14
"ENG_RECIPES_809"," PRPR RTHS KRL RTHS XS RPS ",14
"ENG_RECIPES_810"," PRPR RK KNT FR KTS ",14
"ENG_RECIPES_811"," PRPR SBRT ONNS IN SS FR HT TKS ",14
"ENG_RECIPES_812"," PRPR SLRM FRT XKN ",14
"ENG_RECIPES_813"," PRPR SLTS ",14
"ENG_RECIPES_814"," PRPR SNTR HT FJ ",14
"ENG_RECIPES_815"," PRPR SR L ORJN KRM XSKK ",14
"ENG_RECIPES_816"," PRPR SR L PNT KK ",14
"ENG_RECIPES_817"," PRPR SR LS KRT SKR KK ",14
"ENG_RECIPES_818"," PRPR SKLN SLT SPRM SSNN ",14
"ENG_RECIPES_819"," PRPR SKLT RLS ",14
"ENG_RECIPES_820"," PRPR SKLT SNTW RLS ",14
"ENG_RECIPES_821"," PRPR SKTX BTR KKS ",14
"ENG_RECIPES_822"," PRPR SSNT FRS LK HRTS ANT RLS ",14
"ENG_RECIPES_823"," PRPR SSNT LNK KRN WLT RS MKS NKL BNS ",14
"ENG_RECIPES_824"," PRPR SS BTRS LLPP ",14
"ENG_RECIPES_825"," PRPR SFN SS FR FF ITLN FTFR TRSN ",14
"ENG_RECIPES_826"," PRPR XLS BKYR BK SS ",14
"ENG_RECIPES_827"," PRPR XNS TMT FLRN SP ",14
"ENG_RECIPES_828"," PRPR XK ANT KK KTNK MKS NT KKNK M0TS ",14
"ENG_RECIPES_829"," PRPR SPKT SS MKS  ",14
"ENG_RECIPES_830"," PRPR SLP JS HMMT SLP J SSNN MKS ",14
"ENG_RECIPES_831"," PRPR SNPL IST T ",14
"ENG_RECIPES_832"," PRPR STRB  ",14
"ENG_RECIPES_833"," PRPR JS KKTL KNSN ",14
"ENG_RECIPES_834"," PRPR SNPL IST T LMN FLFR ",14
"ENG_RECIPES_835"," PRPR SNK XR LMT ",14
"ENG_RECIPES_836"," PRPR SNK OSN WTR ",14
"ENG_RECIPES_837"," PRPR SR KRM XKLT FRST ",14
"ENG_RECIPES_838"," PRPR SPKT SS LF KRTN ",14
"ENG_RECIPES_839"," PRPR SPNK ",14
"ENG_RECIPES_840"," PRPR SPLS BR KRSN TNR RLS ",14
"ENG_RECIPES_841"," PRPR SPS HT TK MSTR ",14
"ENG_RECIPES_842"," PRPR STRB FRPK FRSN ",14
"ENG_RECIPES_843"," PRPR STK AL HWN XKN ",14
"ENG_RECIPES_844"," PRPR STK AL MRNT ",14
"ENG_RECIPES_845"," PRPR STK SS ",14
"ENG_RECIPES_846"," PRPR STFR KRN SFL ",14
"ENG_RECIPES_847"," PRPR STF FRS HN FRNX TRSN ",14
"ENG_RECIPES_848"," PRPR STF FRS WT FRNX SLT TRSN ",14
"ENG_RECIPES_849"," PRPR SNXN LMN KLRS ",14
"ENG_RECIPES_850"," PRPR SWTN KNTN MLK ",14
"ENG_RECIPES_851"," PRPR SWS MS FTFR TPK PTNK ",14
"ENG_RECIPES_852"," PRPR TK FRTS BRKK XS SP ",14
"ENG_RECIPES_853"," PRPR TK FRTS FLNK ",14
"ENG_RECIPES_854"," PRPR TK FRTS JK TNLS KRL KLS ",14
"ENG_RECIPES_855"," PRPR TK  ALRM SS ",14
"ENG_RECIPES_856"," PRPR TK BL BRT SPRM ",14
"ENG_RECIPES_857"," PRPR TK BL XKN FJT SSNN MKS ",14
"ENG_RECIPES_858"," PRPR TK BL ENXR ",14
"ENG_RECIPES_859"," PRPR TK BL FR BRTR SS ",14
"ENG_RECIPES_860"," PRPR TK BL HT TK SS ",14
"ENG_RECIPES_861"," PRPR TK BL MT SSNN ",14
"ENG_RECIPES_862"," PRPR TK BL MKSK PS ",14
"ENG_RECIPES_863"," PRPR TK BL SS ",14
"ENG_RECIPES_864"," PRPR TK BL TK ",14
"ENG_RECIPES_865"," PRPR TK BL TK SSNN MKS ",14
"ENG_RECIPES_866"," PRPR TK BLS SNMN TWST NJL WNKS ",14
"ENG_RECIPES_867"," PRPR TK TKT FLNK ",14
"ENG_RECIPES_868"," PRPR TSTK PNT BTR KNT KKS ",14
"ENG_RECIPES_869"," PRPR TSTK BTRS KRMP ",14
"ENG_RECIPES_870"," PRPR TSTK XKLT KPKK ",14
"ENG_RECIPES_871"," PRPR 0 MXN XTS BKT PTT SP ",14
"ENG_RECIPES_872"," PRPR 0 RL NMN MRKS XKLT XP KK ",14
"ENG_RECIPES_873"," PRPR 0 SP NSS KRB BSK ",14
"ENG_RECIPES_874"," PRPR 0 SP NSS KRM OF SWT PTT SP ",14
"ENG_RECIPES_875"," PRPR 0 SP NSS INTN MLKT SP ",14
"ENG_RECIPES_876"," PRPR 0 SP NSS MKSK XKN XL ",14
"ENG_RECIPES_877"," PRPR SR KRM ",14
"ENG_RECIPES_878"," PRPR 0N MNTS ",14
"ENG_RECIPES_879"," PRPR 0R INKR MFN BRT ",14
"ENG_RECIPES_880"," PRPR TMT SP  BS ",14
"ENG_RECIPES_881"," PRPR TN RMS BKT PTT SP ",14
"ENG_RECIPES_882"," PRPR TN RMS BL RJ SMKS SS ",14
"ENG_RECIPES_883"," PRPR TP SKRT IHP PNKK ",14
"ENG_RECIPES_884"," PRPR TP SKRT MKTN MKTL ",14
"ENG_RECIPES_885"," PRPR TP SKRT MRS FLTS XKLT XP KKS ",14
"ENG_RECIPES_886"," PRPR TP SKRT MRS FLTS PNT BTR TRM BRS ",14
"ENG_RECIPES_887"," PRPR TRTR FKS MN K XKN ",14
"ENG_RECIPES_888"," PRPR TRTL KKS ",14
"ENG_RECIPES_889"," PRPR UNKL BNS SSNT LNK KRN WLT RS ",14
"ENG_RECIPES_890"," PRPR F FR KNNK ",14
"ENG_RECIPES_891"," PRPR WFL HS WFLS ",14
"ENG_RECIPES_892"," PRPR WT WXRS SMRT ONS BNN MFNS ",14
"ENG_RECIPES_893"," PRPR WNTS XKN KSR FRX STFT PT ",14
"ENG_RECIPES_894"," PRPR WNTS XL ",14
"ENG_RECIPES_895"," PRPR WNTS XL SSNN ",14
"ENG_RECIPES_896"," PRPR WNTS KLSK KRK FRX STFT PT ",14
"ENG_RECIPES_897"," PRPR WNTS FRST ",14
"ENG_RECIPES_898"," PRPR WNTS SPS XKN FLT SNTW ",14
"ENG_RECIPES_899"," PRPR WT KSTL FTL TP ",14
"ENG_RECIPES_900"," PRPR WT XTR TPNK SS ",14
"ENG_RECIPES_901"," PRPR WTHS XKN KLSL ",14
"ENG_RECIPES_902"," PRPR WNRS XL SS ",14
"ENG_RECIPES_903"," PRPR YN SKML LFT N YRK ST NX ",14
"ENG_VISA_1"," W FS ASTR ",15
"ENG_VISA_2"," H I FS APL FR ",15
"ENG_VISA_3"," WN I APL FS ",15
"ENG_VISA_4"," XLT I PRXS ARLN TKT TRFL ",15
"ENG_VISA_5","  WT PRSS TM FS APLK ",15
"ENG_VISA_6"," WT TKMN RKRT FS APLK ",15
"ENG_VISA_7"," T I SBMT ORJN TKMN ",15
"ENG_VISA_8"," H I PRKR APLK ",15
"ENG_VISA_9"," W TSTS I FS ",15
"ENG_VISA_10"," WT RL FFS ",15
"ENG_VISA_11"," WX FS APLK I LJ FFS ",15
"ENG_VISA_12"," WR I APL APLK ASTR STSN INT NPL ",15
"ENG_VISA_13"," KN I SBMT PSPR RSF FS LBL FFS FS APLK PRSS APRF ASTR ",15
"ENG_VISA_14"," KN FFS ASST FLNK FS APLK FRM ",15
"ENG_VISA_15"," WR FFS ASTR FS APLK SNTR LKTT ",15
"ENG_VISA_16"," T I APNT LJ APLK FFS ",15
"ENG_VISA_17"," T I MKRX AJNT LJ APLK ",15
"ENG_VISA_18"," WT RKRT FLT FS APLK ",15
"ENG_VISA_19"," H I P ",15
"ENG_VISA_20"," KN I P FS FS NPLS KRNS I AM LJNK APLK NPL ",15
"ENG_VISA_21"," KN I P FS F ASTR TLRS T FFS ",15
"ENG_VISA_22"," AM I RKRT UNTR MTKL EKSM XST SR ",15
"ENG_VISA_23"," WR I MTKL EKSM XST SR TN ",15
"ENG_VISA_24"," KN I UNTR MTKL EKSM LJNK APLK ",15
"ENG_VISA_25"," H PSPR RTRN M ",15
"ENG_VISA_26"," K WT ET ",15
"ENG_VISA_27"," H I APL ET ",15
"ENG_VISA_28"," AM I ELJB APL ET ONLN ",15
"ENG_VISA_29"," WT TPS ET APLT ONLN ",15
"ENG_VISA_30"," H ET SRFS KST ",15
"ENG_VISA_31"," KN I SBMT PSPR ET FFS ",15
"ENG_VISA_32"," WT EFST ",15
"ENG_VISA_33"," AM I ELJB EFST ",15
"ENG_VISA_34"," H EFST KST ",15
"ENG_VISA_35"," I PSPR FLT ASTR FS PSPR KN I TRFL ",15
"ENG_VISA_36"," T RKR FS TRFL INT ",15
"ENG_VISA_37"," RKRM OBTN FS ",15
"ENG_VISA_38"," H P RKRT FS ",15
"ENG_VISA_39"," IS TMPR RSTN KNST NNRS PRPS IS FS ",15
"ENG_VISA_40"," H FRN NXNL RSTN ASTR OBTN FS INT ",15
"ENG_VISA_41"," WT FLTT PRT FS  ",15
"ENG_VISA_42"," WT RKLX FKSN AN FST INT ",15
"ENG_VISA_43","   MN0S IS FRX PSPR EKSP ON ",15
"ENG_VISA_44"," WN RN PSPR APL PSPR ",15
"ENG_VISA_45"," RKRM APLY NFRX PSPR ",15
"ENG_VISA_46"," RKRM APLY LST PSPR ",15
"ENG_VISA_47"," RKRM XNJ NM PSPR MRJT ",15
"ENG_VISA_48"," RKRM XNJ APRN PSPR ",15
"ENG_VISA_49"," RKRM ATST AFTF IS XLTS PSPR ",15
"ENG_VISA_50"," RKRM PLS KLRN SRTF PKK ",15
"ENG_VISA_51"," RKRM ATST TKMN PWR ATRN NT RLTT PRPR MTRS RLTT PRPR MTRS RLTT KMRX MTRS EK TRTK IMPR TKMN ",15
"ENG_VISA_52"," RKRM LF SRTF ",15
"ENG_VISA_53"," INFR TRT INFS ",15
"ENG_VISA_54"," HS OFRS STSN INT S APRF KFRN INT ",15
"ENG_VISA_55"," W ELJB APL ",15
"ENG_VISA_56"," WT TM TRFL INT ",15
"ENG_VISA_57"," WT KR I TRFL INT ",15
"ENG_VISA_58"," WT FS RKRM INT ",15
"ENG_VISA_59"," WR I INTS TRST OFSS ",15
"ENG_VISA_60"," H I PK TR ",15
"ENG_VISA_61","  I INT KNFR ",15
"ENG_VISA_62"," H I FLTS INT ",15
"ENG_VISA_63"," H I TRFL INT ",15
"ENG_VISA_64"," WT SRFS PRFT ",15
"ENG_VISA_65"," KN I BK AR TKTS ONLN ",15
"ENG_VISA_66"," T HTL RSRF ",15
"ENG_VISA_67"," H BT W0R INT ",15
"ENG_VISA_68"," T I FS INT ",15
"ENG_VISA_69"," H I APLK FS FST INT ",15
"ENG_VISA_70"," WL EMBS AKSP TKMN ENKL ",15
"ENG_VISA_71"," WT SPRT TKMN NTT ",15
"ENG_VISA_72"," M APLK PSPR SBMT WL I ENKR STTS APLK ",15
"ENG_VISA_73"," KN FRNT INT APL FS M ",15
"ENG_VISA_74"," KN I STT INT ",15
"ENG_VISA_75"," KN I INT ",15
"ENG_VISA_76"," H FS FLT FR ",15
"ENG_VISA_77"," WL FS FS RFNT ",15
"ENG_VISA_78"," H I PSPR RT KLKX INT FS APLK SNTR ",15
"ENG_VISA_79"," KN I KLKT PSPR EMBS INT ",15
"ENG_VISA_80"," KN I PSPR SNT HM ATRS ",15
"ENG_VISA_81"," T I SBMT PSPR FS APLK INT FS APLK SNTR ONL ",15
"ENG_VISA_82"," KN I ML FS APLK PSPR EMBS INT ",15
"ENG_VISA_83"," KN 0 PSPR HLTR APL ONLN FS ",15
"ENG_VISA_84"," H I PMNT FS XRJS ",15
"ENG_VISA_85"," KN I APL IFKS ",15
"ENG_VISA_86"," I SBKL  FS I LST JB WT HPNS N WT OPXN ",15
"ENG_VISA_87"," IS XNS EKST ST BYNT  TS SSNK EMPL KTS SKL EKSM APRL LT FBRR ",15
"ENG_VISA_88"," H I TPRT ASTR ",15
"ENG_VISA_89"," I HRT EMPL P TKT KNTR IS TR H PRTN XLTR ",15
"ENG_VISA_90"," WT PYNK PSSN MFT ",15
"ENG_VISA_91"," M EMPL KNSL FS  TS I LF JB I LF KNTR IS TR ",15
"ENG_VISA_92"," I HRT EMPL P  TS I LF JB IS TR ",15
"ENG_VISA_93"," M SBKL  FS EKSP YRS  I LF KNTR I LS JB ",15
"ENG_VISA_94"," TS EMPL  TS NTS SSNK EMPL H NTS M ",15
"ENG_VISA_95"," I TRT JB I UNTR I LF ASTR H I SPRN PMNT PT M ",15
"ENG_VISA_96"," H I LJ TKS RTRN ",15
"ENG_VISA_97"," M PRTN FS TPNT KN I LS JB ",15
"ENG_VISA_98"," M PRTN KLFK KN LK SPNS SBKL  FS ",15
"ENG_VISA_99"," IF I TNT JB I ST FS HLT FS TRST FS ",15
"ENG_VISA_100"," I ARFT SBKL  FS MN0S AK I LST JB BS EKNM KT I LFT HM FML HR WT IMKR LSNK JB KKL ",15
"ENG_VISA_101"," WT EMPL BS ARFR I STTN FS I TPRT I TKT ",15
"ENG_VISA_102"," I I KLM SPRN FS KNSL I AM LFNK WK KNSL FS I KLM SPR ",15
"ENG_VISA_103"," I TNT EMPL PT MN OWS M WT I T ",15
"ENG_VISA_104"," IF HRT SPNS RKRT P MRKT SLR RTS WR I INFR 0S ",15
"ENG_VISA_105"," WT HPNS I TNT LF ASTR ",15
"ENG_VISA_106"," IS FS EKST KNFR INT  ",15
"ENG_VISA_107"," FRM I FS APLK FRMS FS KMPL INST  ",15
"ENG_VISA_108"," H FS  ",15
"ENG_VISA_109"," WT FS FS SRFS XRJS  ",15
"ENG_VISA_110"," H PMNT  ",15
"ENG_VISA_111"," WT TP FS RKRT I AM TRNS INT FSTN NBRN KNTR RTRN FLT INT  ",15
"ENG_VISA_112"," W0R PRSN PRSN RKRT SBMT FS APLK  ",15
"ENG_VISA_113"," I FLT TRM FS PSPR I PSPR WL TRFL I KR PSPR I TRNS FS PSPR PSPR  ",15
"ENG_VISA_114"," I SBMT APLK FS I XNJT MNT FST INT W0R FS TPST RFNT  ",15
"ENG_VISA_115"," I INTN FSTN FLWN ARS SKM BHTN ANTM NKBR ISLN NKLN T I SPXL PRMS  ",15
"ENG_VISA_116"," W FS INT I AM ITLN NXNL I FS FSTN INT  ",15
"ENG_VISA_117"," WT TP FS RKRT TRFL INT  ",15
"ENG_VISA_118"," KN I OBTN FS ARFL INT  ",15
"ENG_VISA_119"," WR I APL FS  ",15
"ENG_VISA_120"," MLN ITLY TR  JNRL MKRN HL SKLT MKRN PRKR ",15
"ENG_VISA_121"," T I SPNS ",15
"ENG_VISA_122"," T I JB KMNK UNTT KNKT ",15
"ENG_VISA_123"," WT I T ",15
"ENG_VISA_124"," KN SPS  UNMR PRTN UNTT KNKT ",15
"ENG_VISA_125"," H I ST UK I ENTR SKLT MKRN ",15
"ENG_VISA_126"," T I XLTR PRFT SKLS ",15
"ENG_VISA_127"," H I APL ",15
"ENG_VISA_128"," I KLF WT I T ",15
"ENG_VISA_129"," H I APL FS INT ",15
"ENG_VISA_130"," WT RSTN PRMT ST FS ",15
"ENG_VISA_131"," ONS STTN KS PLS KMSN FR STPS INFL JTNK RSTN PRMT ST FS ",15
"ENG_VISA_132"," WT RSTN PRMT ST FS LK LK ",15
"ENG_VISA_133"," IS MTKL XKP KMPL FS ",15
"ENG_VISA_134"," H FS INT ",15
"ENG_VISA_135"," T I XNJ FS INT ",15
"ENG_VISA_136"," KN I STTN FS KNTR ",15
"ENG_VISA_137"," IF I AM ABRT OBTN STTN FS SKST FS JT ",15
"ENG_VISA_138"," H TRST FS AFKT STTY INT ",15
"ENG_VISA_139"," KN TRST FS XNJT STTN FS I ARF INT ",15
"ENG_VISA_140"," KN TRST FS EKST ",15
"ENG_VISA_141"," W I TLK I ATXN FS KSXN ",15
"ENG_VISA_142"," WT EMRJ PSPR SLT PS I RSRF IT ",15
"ENG_VISA_143"," I SBMT APLK PSPR AJNS TRKT KN HLP M ",15
"ENG_VISA_144"," WT PSPR ",15
"ENG_VISA_145"," H PSPR FLT FR ",15
"ENG_VISA_146"," WN I PSPR TRFL ",15
"ENG_VISA_147"," T I OBTN SPRT PSPR XLT ",15
"ENG_VISA_148"," WT I NM XNJT ",15
"ENG_VISA_149"," WT ELS I PSPR ",15
"ENG_VISA_150"," IS RSN PSPR APLK TNT ",15
"ENG_VISA_151"," WT I PSPR IS LST STLN ",15
"ENG_VISA_152"," M XLT SN PSPR T I SN XLTS PSPR ",15
"ENG_VISA_153"," IM RNWN PSPR T I BK ",15
"ENG_VISA_154"," IS US PSPR OFS WKNT HLTS ",15
"ENG_VISA_155"," WT PSPR AKSP FSLT ",15
"ENG_VISA_156","  I APR PRSN PSPR AKSP FSLT ",15
"ENG_VISA_157"," IS PRF STSN RTRN ",15
"ENG_VISA_158"," YR TKMN PLST ENFL SLT AKSP AJNT ",15
"ENG_VISA_159"," WT TFRN PSPR FS ",15
"ENG_VISA_160"," WT PSPR FS EKSP T ",15
"ENG_VISA_161"," AR TKMN SBMT SKR ",15
"ENG_VISA_162"," WT I BB BRN ABRT ",15
"ENG_VISA_163"," WT I I BRN ABRT BR0 RKRT FL ",15
"ENG_VISA_164"," H I KLM US STSN PRNT NTRL ",15
"ENG_VISA_165"," I RN BLNK FS PJS PSPR I T ",15
"ENG_VISA_166"," AM I ELJB I AM KRTT PRKR ",15
"ENG_VISA_167"," I AM STTY TKR PRKR FR0R ETKX KLJ AM I ELJB ",15
"ENG_VISA_168"," WL PKS AKSP ",15
"ENG_VISA_169"," IM STTY NT AM I ELJB ",15
"ENG_VISA_170"," I AM PSTK STTN AM I ELJB ",15
"ENG_VISA_171"," I AM KMBN BXLR PRKR AM I ELJB ",15
"ENG_VISA_172"," IM INTR KRS RTRN STT YR AM I ELJB ",15
"ENG_VISA_173"," WT RKLX INTR STTN ELJB ",15
"ENG_VISA_174"," IF I ATNT STT XN I APL ",15
"ENG_VISA_175"," IS TRP STTN KNKS KLJ LNTN UNFR BRMN ",15
"ENG_VISA_176"," TS MTR SBJK IM STTY ",15
"ENG_VISA_177"," WR I ELJB SLKX KRTR KT KNTK ",15
"ENG_VISA_178"," H SLKX MT ",15
"ENG_VISA_179"," IS KRS YT ",15
"ENG_VISA_180"," HF RSFT APLK YT ",15
"ENG_VISA_181"," KN TPS APLK ",15
"ENG_VISA_182"," H I APLK SKSS ",15
"ENG_VISA_183"," KN PLS TL APLK UNSK ",15
"ENG_VISA_184"," I TNT PSPR IF APLT WT I ENTR PSPR SKXN ",15
"ENG_VISA_185"," I IM HP P KST PRKR KN I P MN K ",15
"ENG_VISA_186"," W RT RFRN ",15
"ENG_VISA_187"," I KNT HLT LKTR KN I MNJR WRKP RT RFRN INST ",15
"ENG_VISA_188"," HF RSFT RFRN YT ",15
"ENG_VISA_189"," WT AKKM LK ",15
"ENG_VISA_190"," H ALKT KN I XR FRNT I FSBK ",15
"ENG_VISA_191"," KN I SWP XR FRNT ",15
"ENG_VISA_192"," KN I ST SNKL I P EKST ",15
"ENG_VISA_193"," KN I ARNJ ON AKKM ",15
"ENG_VISA_194"," WR I KHT I I ARF ERL ",15
"ENG_VISA_195"," WN I BK FLTS ",15
"ENG_VISA_196"," H I BK FLTS ",15
"ENG_VISA_197"," IM TFKL FNTN FLTS WN EKSK I ARF ",15
"ENG_VISA_198"," KN I FL TRKT PLSM ESTN ",15
"ENG_VISA_199"," H I APL FS ",15
"ENG_VISA_200"," KN I APL FS OFRS ",15
"ENG_VISA_201"," H FS KST TK ",15
"ENG_VISA_202"," WT TKMN RKRT FS APLK ",15
"ENG_VISA_203"," WT I INTN FS RLTT KSXN ",15
"ENG_VISA_204"," H I P ",15
"ENG_VISA_205"," WT KFRT STT INT ",15
"ENG_VISA_206"," IS EKST FNNX HLP AFLB ",15
"ENG_VISA_207"," H I BJT TRP ",15
"ENG_VISA_208"," I SPSF TTR RKRM WL I ABL HLL FJTR FT INT ",15
"ENG_VISA_209"," T I P FT IM 0R ",15
"ENG_VISA_210"," I NT ALRJ I ET INTN FT ",15
"ENG_VISA_211"," WT ALRJ ",15
"ENG_VISA_212"," IM WRT TLH BL I B ",15
"ENG_VISA_213"," T I MLR TBLT ",15
"ENG_VISA_214"," WT INJK I TK ",15
"ENG_VISA_215","  TTNT RPL EML ",15
"ENG_VISA_216"," I KMTM PRT T I ST PRKR ",15
"ENG_VISA_217"," I EKSM RSTS KN I ARF T LT ",15
"ENG_VISA_218"," WT I LS INT KLM INSR ",15
"ENG_VISA_219"," T I TRFL INSR ",15
"ENG_VISA_220"," KN FRNT FML FST PRKR ",15
"ENG_VISA_221"," WT KL0S I TK ",15
"ENG_VISA_222"," WX PRT FST INT ",15
"ENG_VISA_223"," IS FS RKRT INT ",15
"ENG_VISA_224"," WT OFXL NM INT ",15
"ENG_VISA_225"," WT KRNS INT ",15
"ENG_VISA_226"," WX KPTL INT ",15
"ENG_VISA_227"," WT PPLX INT ",15
"ENG_VISA_228"," IS K INT ",15
"ENG_VISA_229"," WT FTKR INT I PKTR PPL MNMN WLTL ARPR ETK ",15
"ENG_VISA_230"," WTP KL0S RKRT WRN RLJS INT ",15
"ENG_VISA_231"," WX INT WNTR MNSN ",15
"ENG_VISA_232"," WX KLSK INTN TNS TRTX PRFR MN ",15
"ENG_VISA_233"," WX FMS MSK STTT N TLH LRJS INT ",15
"ENG_VISA_234"," H INTN WN NBL PRS ",15
"ENG_VISA_235"," WX INT KLT PNK ST BL ST KLTN ST ",15
"ENG_VISA_236"," IN LNS ",15
"ENG_VISA_239"," WX KPTL INT  ",15
"ENG_VISA_244"," IS SMKN ALWT INT ",15
"ENG_VISA_245"," WT FLTJ INT ",15
"ENG_VISA_246"," H NT LF INT ",15
"ENG_VISA_247"," WT TTL LNK0 INTS KSTL ",15
"ENG_VISA_248"," H SF WTR INT ",15
"ENG_VISA_249"," IS TPNK KSTM ",15
"ENG_VISA_250"," WT PSTR BKRS STRT URXN ",15
"ENG_VISA_251"," H KNKT INT ",15
"ENG_VISA_252"," WX MJR RLJN INT ",15
"ENG_VISA_253"," WT PRSN LTRS INT ",15
"ENG_VISA_254"," WT NXNL SMBL INT ",15
"ENG_VISA_255"," W TSNT FKTR MMRL KLKT ",15
"ENG_VISA_256"," W TSNT ST TLH XNTK ",15
"ENG_VISA_257"," WX PRTK FRNX TRTR INT ",15
"ENG_VISA_258"," WR FSK T KM LNT INT  W KNKR K  ",15
"ENG_VISA_259"," TJMH RT FRT AKR BLT WM ",15
"ENG_VISA_260"," WR STNT FRT LKTT ",15
"ENG_VISA_261"," NMBR  KM XS INFN KNTR ",15
"ENG_VISA_262"," WX LFNK ST WRLT ",15
"ENG_VISA_263"," WR RSTN UNFR RNS LKTT ",15
"ENG_VISA_264"," WX FLWN TMBS IMTX TJMH ",15
"ENG_VISA_265"," WX ST KLSS JKRF SNTR INT ",15
"ENG_VISA_266"," WX PK WSTR KTS WR MNT EFRS L ",15
"ENG_VISA_267"," IS FS F RKRT PT BNKL PSPR HLTR TRFL INT ",15
"ENG_VISA_268"," IS FS F RKRT PRSN HLTR BNKL PSPR ",15
"ENG_VISA_269"," H FS APLK RKRT FLT APLK ",15
"ENG_VISA_270"," KN FS APLK PRSN SBMT PRSN ",15
"ENG_VISA_271"," AR SPXL RKRM BNKL TFNS SKRT PRSN APLY INTN FS ",15
"ENG_VISA_272"," WT RSTR PRTK AR ",15
"ENG_VISA_273"," AS SRFS RKST TKS TM I PSPR EMBS PRSS APLK ",15
"ENG_VISA_274"," W RJST FR  FR FRKN RJST OFS  FRKN RJNL RJST OFS ",15
"ENG_VISA_275"," KN JPNS NXNL APL INTN FS JPN INTN EMBS KNTR ",15
"ENG_VISA_276"," KN I PRSN PT TK KT BRT INT ",15
"ENG_VISA_277"," T I KR HL0 SRTF SRTF I AM FR ATS ETK I INT ",15
"ENG_VISA_278"," WT KRNS I KR I INT ",15
"ENG_VISA_279"," IS URJN IS FS PSBL ",15
"ENG_VISA_280"," I AM ORTN FRN STSN T I FS INT ",15
"ENG_VISA_281"," WT FS I INT STSN ",15
"ENG_VISA_282"," WT RKRM APLY TRST FS ",15
"ENG_VISA_283"," KN I EKST TRST FS STYN INT ",15
"ENG_VISA_284"," WT HPN I ST T ILNS UNFT RSN ",15
"ENG_VISA_285"," KN I XNJ TRST FS STTN FS BSNS FS FS I RX INT ",15
"ENG_VISA_286"," WT FLTT TRST FS ENTR I INTN TRST FS ",15
"ENG_VISA_287"," IS FLTT INTN FS STRT TT IS TT ENTR INT ",15
"ENG_VISA_288"," KN I JNNK YK KLS PT BSNS ATNT XRT KRSS ETK ENTR INT TRST FS ",15
"ENG_VISA_289"," KN I SRFS NRML TM ",15
"ENG_VISA_290"," KN I SNT ELS APL PK FS  PSPR  TKMN ",15
"ENG_VISA_291"," WT I I LST RSPT ",15
"ENG_VISA_292"," WTR RKRM JTNK INTN BSNS FS ",15
"ENG_VISA_293"," WTR USL FLTT BSNS FS JT ",15
"ENG_VISA_294"," KN I INT I ENTR INT BSNS FS ",15
"ENG_VISA_295"," KN I KNFR INTN BSNS FS EMPL FS STTN FS FS ENTR INT ",15
"ENG_VISA_296"," KN I EKST BSNS FS EKSP I AM INT ",15
"ENG_VISA_297"," W KRNT EKST EMPL FS BSNS FS ",15
"ENG_VISA_298"," KN FRKN RJST EMPL FS XNJ ORJN KMPN ",15
"ENG_VISA_299"," WT TP FS KRNT FML FRKN HLTN  TP MPLM FS ",15
"ENG_VISA_300"," KN FRSF XNJ KTKR FS ",15
"ENG_VISA_301"," W0R TRNS FS EKST FS ",15
"ENG_VISA_302"," W0R OFRS TRNS FS KNTN FRSF ",15
"ENG_VISA_303"," WT LNK0 OFRS KNTN FRSF ",15
"ENG_VISA_304"," WT PNLT F OFRS ",15
"ENG_VISA_305"," KN TPLM OFXL UNFS N TPLM EKST FRSF ",15
"ENG_VISA_306"," W0R  EKST RJST FRKN ",15
"ENG_VISA_307"," WN EKST FRKN KNST MH HX MN0S EKST TRFL ABRT KMS EKSP MN0S EKST ENTR ",15
"ENG_VISA_308"," WTR FRML JTNK KST PRMS LST PSPR KSS ",15
"ENG_VISA_309","  FRKN RKR ARFL KNFR LST PSPR ST EKST PRMS ",15
